Page Path,cq:robotsTags,Published Status,Replication Action,Last Replicated,Last Replicated By,lang masters path,edsPagePath
/content/abbvie-com2/be/nl/science/aires-therapeutiques,noindex,Published,Activate,Thu Dec 19 2024 12:18:28 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/aires-therapeutiques
/content/abbvie-com2/be/nl/science/aires-therapeutiques/autres-aires-therapeutiques,noindex,Published,Activate,Thu Dec 19 2024 12:13:24 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/aires-therapeutiques/autres-aires-therapeutiques
/content/abbvie-com2/be/nl/science/aires-therapeutiques/immunologie,noindex,Published,Activate,Thu Dec 19 2024 12:13:24 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/aires-therapeutiques/immunologie
/content/abbvie-com2/be/nl/science/aires-therapeutiques/immunologie/dermatologie,noindex,Published,Activate,Thu Dec 19 2024 12:13:12 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/aires-therapeutiques/immunologie/dermatologie
/content/abbvie-com2/be/nl/science/aires-therapeutiques/immunologie/gastro-enterologie,noindex,Published,Activate,Thu Dec 19 2024 12:13:12 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/aires-therapeutiques/immunologie/gastro-enterologie
/content/abbvie-com2/be/nl/science/aires-therapeutiques/immunologie/rheumatologie,noindex,Published,Activate,Thu Dec 19 2024 12:13:12 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/aires-therapeutiques/immunologie/rheumatologie
/content/abbvie-com2/be/nl/science/aires-therapeutiques/medecine-esthetique,noindex,Published,Activate,Thu Dec 19 2024 12:13:24 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/aires-therapeutiques/medecine-esthetique
/content/abbvie-com2/be/nl/science/aires-therapeutiques/neurologie,noindex,Published,Activate,Thu Dec 19 2024 12:13:24 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/aires-therapeutiques/neurologie
/content/abbvie-com2/be/nl/science/aires-therapeutiques/oncologie,noindex,Published,Activate,Thu Dec 19 2024 12:13:24 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/aires-therapeutiques/oncologie
/content/abbvie-com2/be/nl/science/aires-therapeutiques/ophtalmologie,noindex,Published,Activate,Thu Dec 19 2024 12:13:24 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/aires-therapeutiques/ophtalmologie
/content/abbvie-com2/be/nl/science/domaines-d-innovation,noindex,Published,Activate,Thu Dec 19 2024 12:18:28 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/domaines-d-innovation
/content/abbvie-com2/be/nl/science/les-soins-du-futur,noindex,Published,Activate,Thu Dec 19 2024 12:18:28 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/les-soins-du-futur
/content/abbvie-com2/be/nl/science/nos-traitements,noindex,Published,Activate,Thu Dec 19 2024 12:18:28 GMT-0500,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/be/nl/science/nos-traitements
/content/abbvie-com2/bg/bg/science/products/duodopa-20-mg-ml-5-mg-ml-intestinal-gel-levodopa-carbidopa,noindex,Published,Activate,Fri Jul 04 2025 05:21:55 GMT-0400,singarx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/bg/science/products/duodopa-20-mg-ml-5-mg-ml-intestinal-gel-levodopa-carbidopa,/content/abbvie-nextgen-eds/corporate/abbvie-com/bg/bg/science/products/duodopa-20-mg-ml-5-mg-ml-intestinal-gel-levodopa-carbidopa
/content/abbvie-com2/br/pt/abbvie-allergan,noindex,Published,Activate,Thu Feb 06 2025 15:25:45 GMT-0500,jewitca,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/pt/abbvie-allergan,/content/abbvie-nextgen-eds/corporate/abbvie-com/br/pt/abbvie-allergan
/content/abbvie-com2/br/pt/contactus/failure,noindex,Published,Activate,Mon Sep 29 2025 05:44:25 GMT-0400,feerosx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/pt/contactus/failure,/content/abbvie-nextgen-eds/corporate/abbvie-com/br/pt/contactus/failure
/content/abbvie-com2/br/pt/contactus/thank-you,noindex,Published,Activate,Mon Sep 29 2025 05:44:25 GMT-0400,feerosx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/pt/contactus/thank-you,/content/abbvie-nextgen-eds/corporate/abbvie-com/br/pt/contactus/thank-you
/content/abbvie-com2/br/pt/error,noindex,Published,Activate,Mon Sep 29 2025 05:45:04 GMT-0400,feerosx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/pt/error,/content/abbvie-nextgen-eds/corporate/abbvie-com/br/pt/error
/content/abbvie-com2/br/pt/error/403,noindex,Published,Activate,Mon Sep 29 2025 05:44:39 GMT-0400,feerosx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/pt/error/403,/content/abbvie-nextgen-eds/corporate/abbvie-com/br/pt/error/403
/content/abbvie-com2/br/pt/error/404,noindex,Published,Activate,Mon Sep 29 2025 05:44:39 GMT-0400,feerosx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/pt/error/404,/content/abbvie-nextgen-eds/corporate/abbvie-com/br/pt/error/404
/content/abbvie-com2/br/pt/error/500,noindex,Published,Activate,Mon Sep 29 2025 05:44:39 GMT-0400,feerosx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/pt/error/500,/content/abbvie-nextgen-eds/corporate/abbvie-com/br/pt/error/500
/content/abbvie-com2/br/pt/latest-earnings,noindex,Published,Activate,Wed Nov 13 2024 16:32:07 GMT-0500,PREVIEW,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/pt/latest-earnings,/content/abbvie-nextgen-eds/corporate/abbvie-com/br/pt/latest-earnings
/content/abbvie-com2/ca/en/responsibility,noindex,Published,Activate,Sun Apr 26 2026 20:53:14 GMT-0400,PREVIEW,,/content/abbvie-nextgen-eds/corporate/abbvie-com/ca/en/responsibility
/content/abbvie-com2/ca/en/responsibility/grants-and-donation-process,noindex,Published,Activate,Sun Apr 26 2026 20:53:27 GMT-0400,PREVIEW,,/content/abbvie-nextgen-eds/corporate/abbvie-com/ca/en/responsibility/grants-and-donation-process
/content/abbvie-com2/ch/en/error,noindex,Never Published,,,,,/content/abbvie-nextgen-eds/corporate/abbvie-com/ch/en/error
/content/abbvie-com2/ch/en/error/403,noindex,Published,Activate,Mon Sep 29 2025 05:33:31 GMT-0400,feerosx,,/content/abbvie-nextgen-eds/corporate/abbvie-com/ch/en/error/403
/content/abbvie-com2/ch/en/error/404,noindex,Published,Activate,Mon Sep 29 2025 05:33:31 GMT-0400,feerosx,,/content/abbvie-nextgen-eds/corporate/abbvie-com/ch/en/error/404
/content/abbvie-com2/ch/en/error/500,noindex,Published,Activate,Mon Sep 29 2025 05:33:31 GMT-0400,feerosx,,/content/abbvie-nextgen-eds/corporate/abbvie-com/ch/en/error/500
/content/abbvie-com2/ch/en/science/areas-of-innovation/innovating-for-patients,noindex,Published,Activate,Thu Sep 19 2024 10:57:02 GMT-0400,jewitca,,/content/abbvie-nextgen-eds/corporate/abbvie-com/ch/en/science/areas-of-innovation/innovating-for-patients
/content/abbvie-com2/co/es/contactus/failure,noindex,Unpublished,Deactivate,Fri Jul 17 2026 16:23:57 GMT-0400,SHARMRX18,,/content/abbvie-nextgen-eds/corporate/abbvie-com/co/es/contactus/failure
/content/abbvie-com2/co/es/contactus/thank-you,noindex,Unpublished,Deactivate,Fri Jul 17 2026 16:23:57 GMT-0400,SHARMRX18,,/content/abbvie-nextgen-eds/corporate/abbvie-com/co/es/contactus/thank-you
/content/abbvie-com2/co/es/error,noindex,Published,Activate,Mon Sep 29 2025 08:16:48 GMT-0400,feerosx,,/content/abbvie-nextgen-eds/corporate/abbvie-com/co/es/error
/content/abbvie-com2/co/es/error/403,noindex,Published,Activate,Mon Sep 29 2025 08:16:39 GMT-0400,feerosx,,/content/abbvie-nextgen-eds/corporate/abbvie-com/co/es/error/403
/content/abbvie-com2/co/es/error/404,noindex,Published,Activate,Mon Sep 29 2025 08:16:39 GMT-0400,feerosx,,/content/abbvie-nextgen-eds/corporate/abbvie-com/co/es/error/404
/content/abbvie-com2/co/es/error/500,noindex,Published,Activate,Mon Sep 29 2025 08:16:39 GMT-0400,feerosx,,/content/abbvie-nextgen-eds/corporate/abbvie-com/co/es/error/500
/content/abbvie-com2/co/es/who-we-are/our-stories/padres-trabajadores-de-abbvie-2024,noindex,Published,Activate,Thu May 29 2025 12:26:38 GMT-0400,bryanjx9,,/content/abbvie-nextgen-eds/corporate/abbvie-com/co/es/who-we-are/our-stories/padres-trabajadores-de-abbvie-2024
/content/abbvie-com2/co/es/who-we-are/our-stories/tener-mejor-acceso-a-medicamentos,nofollow,Published,Activate,Thu May 29 2025 12:26:38 GMT-0400,bryanjx9,,/content/abbvie-nextgen-eds/corporate/abbvie-com/co/es/who-we-are/our-stories/tener-mejor-acceso-a-medicamentos
/content/abbvie-com2/de/de/doccheck-test,noindex,Published,Activate,Thu May 28 2026 21:36:16 GMT-0400,SHARMRX18,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/de/doccheck-test,/content/abbvie-nextgen-eds/corporate/abbvie-com/de/de/doccheck-test
/content/abbvie-com2/de/de/error,noindex,Published,Activate,Mon Sep 29 2025 06:01:09 GMT-0400,feerosx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/de/error,/content/abbvie-nextgen-eds/corporate/abbvie-com/de/de/error
/content/abbvie-com2/de/de/error/403,noindex,Published,Activate,Mon Sep 29 2025 06:00:43 GMT-0400,feerosx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/de/error/403,/content/abbvie-nextgen-eds/corporate/abbvie-com/de/de/error/403
/content/abbvie-com2/de/de/error/404,noindex,Published,Activate,Mon Sep 29 2025 06:00:43 GMT-0400,feerosx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/de/error/404,/content/abbvie-nextgen-eds/corporate/abbvie-com/de/de/error/404
/content/abbvie-com2/de/de/error/500,noindex,Published,Activate,Mon Sep 29 2025 06:00:43 GMT-0400,feerosx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/de/error/500,/content/abbvie-nextgen-eds/corporate/abbvie-com/de/de/error/500
/content/abbvie-com2/de/de/fachkreise/uebersicht-fachpresse/digitale-pressemappen,noindex,Published,Activate,Thu May 22 2025 04:44:27 GMT-0400,PREVIEW,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/de/fachkreise/uebersicht-fachpresse/digitale-pressemappen,/content/abbvie-nextgen-eds/corporate/abbvie-com/de/de/fachkreise/uebersicht-fachpresse/digitale-pressemappen
/content/abbvie-com2/de/de/fachkreise/uebersicht-fachpresse/fachpressemeldungen,noindex,Published,Activate,Wed May 21 2025 09:14:35 GMT-0400,PREVIEW,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/de/fachkreise/uebersicht-fachpresse/fachpressemeldungen,/content/abbvie-nextgen-eds/corporate/abbvie-com/de/de/fachkreise/uebersicht-fachpresse/fachpressemeldungen
/content/abbvie-com2/de/de/karriere/chris-test,noindex,Published,Activate,Mon Dec 09 2024 18:16:51 GMT-0500,jewitca,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/de/karriere/chris-test,/content/abbvie-nextgen-eds/corporate/abbvie-com/de/de/karriere/chris-test
/content/abbvie-com2/de/de/maintenance-und-engineering,noindex,Published,Activate,Thu Dec 12 2024 08:53:13 GMT-0500,jewitca,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/de/maintenance-und-engineering,/content/abbvie-nextgen-eds/corporate/abbvie-com/de/de/maintenance-und-engineering
/content/abbvie-com2/de/de/secure-page-test,noindex,Published,Activate,Wed Jan 29 2025 09:02:07 GMT-0500,PREVIEW,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/de/secure-page-test,/content/abbvie-nextgen-eds/corporate/abbvie-com/de/de/secure-page-test
/content/abbvie-com2/dk/da/error,noindex,Published,Activate,Mon Sep 29 2025 08:09:06 GMT-0400,feerosx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/da/error,/content/abbvie-nextgen-eds/corporate/abbvie-com/dk/da/error
/content/abbvie-com2/dk/da/error/403,noindex,Published,Activate,Mon Sep 29 2025 08:08:55 GMT-0400,feerosx,/content/abbvie-nextgen-eds/corporate/abbvie-com/language-masters/da/error/403,/content/abbvie-nextgen-eds/corporate/abbvie-com/dk/da/error/403
